City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,azangaro,-14.9167,-70.2167,12.63,22,0,1.67,PE,1722788581
284,aykhal,66.0,111.5,15.07,54,82,2.54,RU,1722788582
285,port-cartier,50.0334,-66.8654,24.82,36,16,3.48,CA,1722788583
286,molchanovo,57.5817,83.7692,18.37,95,100,0.9,RU,1722788474
287,mermoz boabab,14.7065,-17.4758,27.88,78,20,5.14,SN,1722788586
288,fauske,67.2588,15.3918,24.97,48,72,2.01,NO,1722788587
289,oranjemund,-28.55,16.4333,12.45,83,100,6.15,NA,1722788588
290,zouerate,22.7187,-12.4521,39.6,23,94,5.93,MR,1722788589
291,treinta y tres,-33.2333,-54.3833,16.66,49,100,4.73,UY,1722788591
292,zaozersk,69.4005,32.4476,12.27,74,12,6.0,RU,1722788592
293,guanica,17.9716,-66.908,33.25,53,9,8.22,PR,1722788593
294,ciudad lazaro cardenas,17.9583,-102.2,28.79,66,70,1.59,MX,1722788575
295,geraldton,-28.7667,114.6,8.23,93,0,3.6,AU,1722788595
296,touros,-5.1989,-35.4608,27.7,59,5,9.19,BR,1722788596
297,sa'dah,16.9402,43.7639,24.26,57,75,2.88,YE,1722788598
298,praia da vitoria,38.7333,-27.0667,28.14,69,40,3.64,PT,1722788599
299,mersa matruh,31.3525,27.2453,28.2,68,0,5.16,EG,1722788600
300,port elizabeth,-33.918,25.5701,13.94,71,40,10.8,ZA,1722788601
301,colares,38.7992,-9.4469,31.55,49,20,7.72,PT,1722788603
302,middelkerke,51.1558,2.8418,22.47,63,20,2.57,BE,1722788605
303,nacozari viejo,30.4,-109.65,27.72,49,33,1.1,MX,1722788606
304,chernyshevsk,52.5243,117.0174,16.6,94,100,1.42,RU,1722788607
305,kodiak,57.79,-152.4072,11.73,94,100,5.14,US,1722788609
306,saint-philippe,-21.3585,55.7679,18.77,75,52,3.71,RE,1722788610
307,saki,8.6667,3.3833,25.43,78,91,2.72,NG,1722788611
308,isla aguada,18.7833,-91.4667,29.02,78,20,2.95,MX,1722788612
309,arkadak,51.9326,43.4978,17.51,75,100,3.21,RU,1722788354
310,tindouf,27.6711,-8.1474,46.25,4,1,2.57,DZ,1722788615
311,kencong,-8.2833,113.3667,22.79,89,0,0.55,ID,1722788616
312,oltinko'l,40.8011,72.1634,33.1,18,1,3.06,UZ,1722788617
313,coquimbo,-29.9533,-71.3436,14.85,88,75,3.6,CL,1722788520
314,haiku-pauwela,20.9219,-156.3051,23.47,88,40,4.63,US,1722788619
315,umm kaddadah,13.6017,26.6876,25.41,69,100,5.09,SD,1722788621
316,as sulayyil,20.4607,45.5779,41.14,14,100,2.34,SA,1722788623
317,kerikeri,-35.2268,173.9474,10.51,89,100,2.24,NZ,1722788624
318,ust-tsilma,65.441,52.1498,15.54,90,99,3.7,RU,1722788625
319,east london,-33.0153,27.9116,14.52,54,0,8.23,ZA,1722788627
320,alofi,-19.0595,-169.9187,21.94,94,20,2.57,NU,1722788628
321,gilgit,35.9221,74.3087,27.0,59,100,1.23,PK,1722788629
322,balpyk bi,44.8947,78.2083,26.71,27,1,2.44,KZ,1722788630
323,richards bay,-28.783,32.0377,29.05,25,32,2.65,ZA,1722788631
324,pacocha,-17.5833,-71.3333,17.13,71,26,3.45,PE,1722788633
325,prince george,53.9166,-122.753,16.46,77,0,4.12,CA,1722788634
326,laguna,38.421,-121.4238,30.1,49,0,2.06,US,1722788635
327,vuktyl,63.8567,57.3094,17.34,75,29,4.03,RU,1722788636
328,utrik,11.2278,169.8474,28.28,78,100,5.77,MH,1722788637
329,cidreira,-30.1811,-50.2056,16.3,96,100,1.65,BR,1722788639
330,santiago papasquiaro,25.046,-105.4208,25.27,39,100,1.57,MX,1722788640
331,buta,2.7858,24.73,25.11,78,99,1.07,CD,1722788641
332,kamina,-8.7386,24.9906,27.88,16,15,2.61,CD,1722788642
333,glendive,47.1053,-104.7125,24.54,64,0,4.12,US,1722788643
334,allapalli,19.4167,80.0667,24.45,97,100,1.56,IN,1722788645
335,semporna,4.4818,118.6112,25.58,88,53,1.1,MY,1722788646
336,bozova,37.3625,38.5267,37.51,7,0,2.09,TR,1722788647
337,sabha,27.0377,14.4283,39.37,9,0,4.62,LY,1722788648
338,nuuk,64.1835,-51.7216,5.49,93,41,4.47,GL,1722788649
339,ak'ordat,15.5486,37.8867,30.79,51,44,3.12,ER,1722788650
340,shubarshi,48.5872,57.1869,26.48,26,4,3.52,KZ,1722788652
341,saint-pierre,-21.3393,55.4781,18.82,77,0,2.57,RE,1722788653
342,christchurch,-43.5333,172.6333,1.9,82,98,1.33,NZ,1722788426
343,sidi akkacha,36.4647,1.3026,39.16,38,0,5.28,DZ,1722788655
344,luanda,-8.8368,13.2343,20.51,75,55,5.75,AO,1722788656
345,jayapura,-2.5333,140.7,22.66,95,99,2.22,ID,1722788657
346,gogosu,44.3739,22.5931,27.88,32,0,7.16,RO,1722788659
347,harij,23.7,71.9,29.53,76,100,6.84,IN,1722788660
348,port-saint-louis-du-rhone,43.3833,4.8,34.13,26,0,7.72,FR,1722788661
349,ribas do rio pardo,-20.4431,-53.7592,34.07,18,34,4.62,BR,1722788662
350,san ignacio,17.1561,-89.0714,30.08,70,75,0.0,BZ,1722788663
351,partizansk,43.1258,133.1339,14.72,98,77,0.91,RU,1722788665
352,sparta,43.9441,-90.8129,28.5,72,20,0.0,US,1722788666
353,kingston,17.997,-76.7936,32.53,66,20,8.23,JM,1722788205
354,tabou,4.423,-7.3528,26.18,73,99,3.63,CI,1722788668
355,el alto,-4.2714,-81.2147,19.81,62,74,7.22,PE,1722788669
356,riviere-du-loup,47.8304,-69.5342,24.15,53,25,2.57,CA,1722788561
357,keren,15.7778,38.4581,21.59,78,87,0.34,ER,1722788672
358,quincy,42.2529,-71.0023,30.21,70,75,5.66,US,1722788442
359,nova xavantina,-14.6667,-52.35,33.44,20,0,2.83,BR,1722788674
360,sur,22.5667,59.5289,32.87,60,100,2.7,OM,1722788675
361,novodvinsk,64.4165,40.8122,18.86,58,100,3.12,RU,1722788676
362,ocean city,39.2776,-74.5746,27.1,82,100,5.03,US,1722788678
363,los corrales de buelna,43.2636,-4.0726,24.58,57,0,2.64,ES,1722788679
364,saudarkrokur,65.7461,-19.6394,16.12,52,3,3.2,IS,1722788680
365,barra de santo antonio,-9.4047,-35.5072,25.6,69,8,6.46,BR,1722788681
366,chom thong,18.4174,98.6743,26.14,94,100,2.2,TH,1722788682
367,angaur state,6.906,134.13,28.86,75,100,4.79,PW,1722788683
368,attnang-puchheim,48.0112,13.715,25.23,88,88,2.9,AT,1722788685
369,gamba,-2.65,10.0,22.95,67,31,3.69,GA,1722788686
370,kununurra,-15.7667,128.7333,18.99,82,13,0.51,AU,1722788687
371,tazacorte,28.629,-17.9293,24.54,73,20,5.66,ES,1722788422
372,mount isa,-20.7333,139.5,10.87,82,0,0.0,AU,1722788689
373,snowflake,34.5134,-110.0785,29.27,31,27,1.89,US,1722788691
374,vinh,18.6667,105.6667,26.68,81,6,1.65,VN,1722788468
375,labytnangi,66.6572,66.4183,15.16,52,100,10.7,RU,1722788693
376,les anglais,18.3054,-74.2197,30.33,65,20,4.18,HT,1722788694
377,arroyo,41.6096,-4.7969,35.33,14,0,3.6,ES,1722788695
378,kilindoni,-7.9139,39.6668,24.64,73,9,6.84,TZ,1722788696
379,menongue,-14.6585,17.691,29.01,8,6,0.69,AO,1722788698
380,tolanaro,-25.0319,46.9987,22.04,83,40,0.0,MG,1722788699
381,port-vila,-17.7338,168.3219,16.78,82,20,2.06,VU,1722788700
382,villa del totoral,-30.8167,-63.7167,19.05,36,95,4.77,AR,1722788701
383,acajutla,13.5928,-89.8275,29.0,67,49,1.04,SV,1722788649
384,margate,51.3813,1.3862,21.5,61,99,0.89,GB,1722788431
385,prince rupert,54.3161,-130.3201,13.05,99,75,3.6,CA,1722788705
386,labrador city,52.9463,-66.9114,16.95,56,75,6.69,CA,1722788706
387,tionk essil,12.7856,-16.5217,25.98,89,100,3.19,SN,1722788707
388,turkmenbasy,40.0222,52.9552,30.43,37,0,4.12,TM,1722788708
389,diu,20.7141,70.9822,27.17,88,100,7.21,IN,1722788710
390,palmer,42.1584,-72.3287,28.02,70,100,4.63,US,1722788711
391,buchanan,5.8808,-10.0467,27.03,71,83,4.75,LR,1722788712
392,zahedan,29.4963,60.8629,35.95,12,89,2.06,IR,1722788714
393,bardai,11.65,7.2333,25.86,69,88,6.56,NG,1722788716
394,taro,-8.3862,115.28,22.0,98,37,0.17,ID,1722788717
395,hauterive,46.0901,3.4459,24.99,61,92,2.92,FR,1722788718
396,chervonohrad,50.391,24.2351,24.78,46,51,3.05,UA,1722788719
397,fonte boa,-2.4959,-66.2662,34.15,48,42,0.74,BR,1722788720
398,tianshui,34.5439,105.6897,21.36,86,1,2.5,CN,1722788452
399,kirakira,-10.4544,161.9205,26.1,87,100,5.42,SB,1722788723
400,tanda,26.55,82.65,28.88,76,51,4.12,IN,1722788724
401,kone,-21.0595,164.8658,15.09,75,5,1.7,NC,1722788725
402,kodinsk,58.6881,99.1844,13.71,79,14,0.68,RU,1722788726
403,papao,-17.75,-149.55,20.82,74,76,7.48,PF,1722788727
404,midvagur,62.0511,-7.1939,12.46,94,100,12.86,FO,1722788729
405,bochil,16.9833,-92.9167,20.98,65,56,0.82,MX,1722788730
406,el nido,11.1858,119.3956,26.75,89,97,3.52,PH,1722788731
407,maintirano,-18.0667,44.0167,23.64,72,10,5.46,MG,1722788732
408,homer,59.6425,-151.5483,12.94,78,100,0.0,US,1722788733
409,bereznik,62.8551,42.7072,18.83,82,85,1.64,RU,1722788735
410,nadi,-17.8,177.4167,21.0,88,75,3.09,FJ,1722788736
411,vilyuchinsk,52.9306,158.4028,10.15,88,68,1.81,RU,1722788737
412,general acha,-37.377,-64.6043,15.52,37,100,8.88,AR,1722788738
413,redwood falls,44.5394,-95.1169,21.97,83,100,3.6,US,1722788565
414,inirida,3.8653,-67.9239,24.09,95,100,1.08,CO,1722788740
415,susanville,40.4163,-120.653,24.34,52,0,0.45,US,1722788742
416,balod,20.73,81.2047,24.3,92,95,3.73,IN,1722788744
417,trinity beach,-16.7888,145.6968,19.94,94,100,5.51,AU,1722788745
418,salekhard,66.53,66.6019,15.05,54,100,10.75,RU,1722788746
419,santyoku,37.4406,129.1708,24.93,92,12,1.09,KR,1722788747
420,oliver,49.1831,-119.5524,26.14,57,100,1.54,CA,1722788749
421,warmbad,-28.45,18.7333,10.64,80,66,8.35,NA,1722788751
422,abashiri,44.0213,144.2697,15.48,96,100,2.91,JP,1722788752
423,odesskoye,54.2111,72.9651,16.94,81,99,2.46,RU,1722788753
424,conceicao da barra,-18.5933,-39.7322,25.61,67,20,4.17,BR,1722788755
425,karamay,45.6004,84.8661,34.7,14,66,4.36,CN,1722788756
426,kayenta,36.7278,-110.2546,27.25,31,36,1.49,US,1722788757
427,nova sintra,14.8667,-24.7167,27.3,70,55,2.91,CV,1722788758
428,naryn,41.4287,75.9911,16.32,47,21,2.88,KG,1722788759
429,novaya ladoga,60.1025,32.3019,19.14,72,8,2.52,RU,1722788760
430,sinabang,2.4803,96.3801,26.44,83,100,2.4,ID,1722788762
431,ballina,-28.8667,153.5667,12.1,80,83,2.18,AU,1722788763
432,freetown,8.484,-13.2299,27.84,69,75,4.12,SL,1722788764
433,kapoeta,4.7717,33.5903,27.06,58,86,2.78,SS,1722788765
434,cabedelo,-6.9811,-34.8339,28.37,70,25,8.55,BR,1722788766
435,mamburao,13.25,120.6667,24.61,93,100,1.94,PH,1722788768
436,qorovulbozor,39.5006,64.7936,26.84,14,0,7.96,UZ,1722788769
437,nizhneudinsk,54.9076,99.0276,13.71,85,0,1.28,RU,1722788770
438,cooper's town,26.8667,-77.5167,29.15,78,71,9.05,BS,1722788771
439,butte,39.6499,-121.5677,30.77,36,0,2.06,US,1722788772
440,sisimiut,66.9395,-53.6735,8.48,76,59,3.09,GL,1722788773
441,choibalsan,48.0667,114.5,16.35,85,72,4.04,MN,1722788775
442,kailua-kona,19.6406,-155.9956,25.33,93,75,3.6,US,1722788776
443,kavaratti,10.5669,72.642,27.64,85,97,6.22,IN,1722788777
444,nikolayevsk-on-amure,53.1406,140.73,11.0,84,74,1.71,RU,1722788778
445,ludington,43.9553,-86.4526,27.34,72,0,2.06,US,1722788779
446,muromtsevo,56.3724,75.2418,18.45,88,83,2.03,RU,1722788781
447,mogadishu,2.0371,45.3438,24.89,75,40,8.1,SO,1722788782
448,forbes,-33.3833,148.0167,9.95,66,100,1.76,AU,1722788783
449,limbazi,57.5129,24.7194,21.13,65,100,2.36,LV,1722788784
450,shimoda,34.6667,138.95,25.93,84,50,1.26,JP,1722788785
451,pueblo,38.2545,-104.6091,31.42,40,23,0.89,US,1722788786
452,tshabong,-26.05,22.45,20.68,13,26,7.79,BW,1722788788
453,karak city,31.1637,35.762,28.15,34,1,5.09,JO,1722788789
454,kuanda,56.3161,116.0806,12.47,92,83,0.21,RU,1722788790
455,ulanhot,46.0833,122.0833,21.09,97,99,2.19,CN,1722788791
456,knyaze-volkonskoye,48.4642,135.4567,17.19,72,11,1.01,RU,1722788792
457,jalapa,19.5333,-96.9167,23.08,63,0,2.08,MX,1722788685
458,nyurba,63.2842,118.3319,14.45,59,53,2.14,RU,1722788795
459,kosti,13.1629,32.6635,26.88,67,75,2.39,SD,1722788796
460,hammerfest,70.6634,23.6821,23.25,38,0,2.06,NO,1722788797
461,jiexiu,37.0244,111.9125,23.92,75,0,1.64,CN,1722788798
462,nova vicosa,-17.8919,-39.3719,25.66,67,18,4.09,BR,1722788800
463,rossosh',51.1209,38.5116,16.01,97,100,3.76,RU,1722788802
464,rio gallegos,-51.6226,-69.2181,2.03,69,40,5.14,AR,1722788786
465,iskateley,67.6803,53.1512,11.22,72,11,8.35,RU,1722788804
466,juan griego,11.0817,-63.9655,32.07,62,82,7.2,VE,1722788807
467,karratha,-20.7377,116.8463,19.71,49,0,4.45,AU,1722788808
468,glen innes,-29.7333,151.7333,3.35,94,97,1.14,AU,1722788809
469,arar,30.9753,41.0381,37.01,8,0,6.17,SA,1722788810
470,dakhla,23.6848,-15.958,22.01,83,40,4.12,EH,1722788811
471,poronaysk,49.2167,143.1167,9.08,79,0,0.89,RU,1722788813
472,andergrove,-21.0833,149.1833,18.14,80,52,4.65,AU,1722788814
473,chincha alta,-13.4099,-76.1323,16.33,72,8,3.66,PE,1722788815
474,santa sylvina,-27.8326,-61.1375,17.81,68,100,3.94,AR,1722788816
475,tongchuanshi,35.0806,109.0897,23.95,84,0,1.25,CN,1722788817
476,omdurman,15.6445,32.4777,34.26,36,80,4.53,SD,1722788819
477,pizarro,4.9533,-77.366,27.34,78,22,2.31,CO,1722788820
478,koch'ang,35.4333,126.7,26.52,85,51,0.86,KR,1722788821
479,tarnogskiy gorodok,60.4997,43.5761,18.22,88,62,1.89,RU,1722788822
480,bossier city,32.516,-93.7321,32.0,59,0,3.09,US,1722788823
481,marondera,-18.1853,31.5519,16.47,11,54,2.68,ZW,1722788825
482,flying fish cove,-10.4217,105.6791,24.82,83,100,5.66,CX,1722788826
483,brookings,44.3114,-96.7984,20.25,98,100,4.12,US,1722788827
484,suzuka,34.8833,136.5833,29.5,92,6,0.4,JP,1722788828
485,pandan,14.0453,124.1694,26.66,87,87,3.07,PH,1722788829
486,aripuana,-9.1667,-60.6333,36.58,22,0,2.29,BR,1722788830
487,centralina,-18.5839,-49.1994,30.19,25,0,4.21,BR,1722788832
488,nguigmi,14.2495,13.1092,32.09,46,93,6.83,NE,1722788833
489,an nuhud,12.7,28.4333,29.03,57,98,3.83,SD,1722788834
490,kapuskasing,49.4169,-82.4331,20.05,42,75,5.14,CA,1722788835
491,borodino,55.9106,94.8983,15.56,68,49,2.26,RU,1722788836
492,severo-yeniseyskiy,60.3725,93.0408,13.13,67,97,1.74,RU,1722788838
493,tura,25.5198,90.2201,24.41,96,81,2.08,IN,1722788839
494,nueva guinea,11.6876,-84.4562,27.28,84,90,4.04,NI,1722788840
495,baki,-7.6128,110.7839,23.14,82,37,4.33,ID,1722788841
496,al ghayzah,16.2079,52.176,27.43,74,68,7.32,YE,1722788844
497,xai-xai,-25.0519,33.6442,26.23,28,1,3.98,MZ,1722788845
498,sao miguel do araguaia,-13.275,-50.1628,33.6,19,0,3.84,BR,1722788846
499,lang suan,9.9456,99.0785,25.58,88,100,1.68,TH,1722788848
500,irtyshsk,53.3333,75.4572,18.0,81,89,2.89,KZ,1722788849
501,namibe,-15.1961,12.1522,18.57,74,18,5.28,AO,1722788850
502,beypazari,40.1675,31.9211,29.89,24,0,6.29,TR,1722788851
503,leshan,29.5623,103.7639,23.55,91,63,0.63,CN,1722788852
504,howrah,22.5892,88.3103,28.0,89,40,0.0,IN,1722788854
505,the dalles,45.5946,-121.1787,28.72,51,0,4.47,US,1722788855
506,port douglas,-16.4833,145.4667,21.24,82,75,6.69,AU,1722788856
507,villa regina,-39.1,-67.0667,16.66,20,90,1.34,AR,1722788693
508,holualoa,19.6228,-155.9522,23.26,89,75,3.6,US,1722788858
509,sinnar,13.5691,33.5672,30.71,44,11,4.39,SD,1722788860
510,al qadarif,14.0349,35.3834,28.67,61,100,3.02,SD,1722788861
511,atlixco,18.9082,-98.4361,21.56,55,88,0.87,MX,1722788862
512,shalqar,47.8333,59.6,29.67,20,26,3.9,KZ,1722788863
513,abaete,-19.16,-45.4458,25.86,43,82,3.69,BR,1722788864
514,winchester center,41.9001,-73.1348,25.77,90,71,3.45,US,1722788865
515,chapada dos guimaraes,-15.4606,-55.7497,31.81,18,0,2.57,BR,1722788867
516,alvaraes,-3.2208,-64.8042,29.93,40,76,1.56,BR,1722788868
517,nakamura,32.9833,132.9333,25.93,93,13,0.78,JP,1722788869
518,bowen,-20.0167,148.2333,19.46,79,92,4.46,AU,1722788871
519,nehe,48.4833,124.8333,20.76,99,100,2.89,CN,1722788873
520,sosnovo-ozerskoye,52.5249,111.5418,13.0,77,0,1.77,RU,1722788874
521,zhaotong,27.3167,103.7167,18.34,91,100,0.48,CN,1722788875
522,todos santos,23.45,-110.2167,35.17,73,22,1.88,MX,1722788876
523,yemva,62.59,50.8594,15.25,95,100,2.78,RU,1722788877
524,lethem,3.3803,-59.7968,33.0,52,10,0.65,GY,1722788879
525,castillos,-34.1667,-53.8333,15.7,39,91,3.75,UY,1722788880
526,nizhnesortymskiy,62.4397,71.7603,20.26,63,100,2.88,RU,1722788881
527,longboat key,27.4125,-82.659,26.12,73,100,8.75,US,1722788882
528,tegueste,28.5167,-16.3167,24.18,73,20,7.72,ES,1722788883
529,sao felix do xingu,-6.6447,-51.995,35.87,20,18,2.36,BR,1722788885
530,gelibolu,40.4103,26.6708,30.92,51,13,9.1,TR,1722788886
531,pailon,-17.65,-62.75,25.5,44,99,2.73,BO,1722788888
532,bac lieu,9.285,105.7244,26.82,84,86,4.22,VN,1722788889
533,wau,7.7029,27.9953,24.77,81,88,3.85,SS,1722788890
534,mata-utu,-13.2816,-176.1745,26.78,74,6,4.24,WF,1722788892
535,muntok,-2.0667,105.1833,27.7,75,100,5.52,ID,1722788893
536,charters towers,-20.1,146.2667,13.16,91,0,3.83,AU,1722788894
537,yeppoon,-23.1333,150.7333,16.25,73,100,4.5,AU,1722788895
538,callaway,30.153,-85.5699,32.22,66,20,4.63,US,1722788896
539,coahuayana de hidalgo,18.7,-103.6583,30.63,62,92,0.2,MX,1722788898
540,caleta de carquin,-11.0925,-77.6267,19.03,71,29,4.32,PE,1722788899
541,priob'ye,62.5206,65.5964,19.36,77,87,1.45,RU,1722788901
542,buritis,-15.6178,-46.4233,30.11,28,1,3.9,BR,1722788904
543,uliastay,47.7417,96.8444,13.6,60,32,1.89,MN,1722788905
544,priargunsk,50.3691,119.1012,16.68,90,9,2.41,RU,1722788906
545,colesberg,-30.72,25.0972,10.92,29,37,8.34,ZA,1722788907
546,wenzhou,27.9994,120.6668,28.79,83,100,0.31,CN,1722788908
547,horn lake,34.9554,-90.0348,31.77,56,20,0.0,US,1722788909
548,queenstown,-31.8976,26.8753,13.71,22,15,7.78,ZA,1722788911
549,daru,-9.0763,143.2092,23.89,90,100,6.55,PG,1722788912
550,dryden,49.7833,-92.7503,18.16,55,40,2.06,CA,1722788913
551,outjo,-20.1167,16.15,26.54,20,0,8.11,NA,1722788914
552,taiobeiras,-15.8078,-42.2331,26.88,30,1,4.83,BR,1722788915
553,jieshi,22.8134,115.8257,28.61,83,53,2.97,CN,1722788916
554,kabalo,-6.05,26.9167,32.56,17,16,2.03,CD,1722788918
555,dhidhdhoo,6.8833,73.1,28.01,77,72,3.74,MV,1722788919
556,al faw,29.9776,48.4741,39.0,21,0,5.89,IQ,1722788920
557,dudinka,69.4058,86.1778,10.61,56,0,6.06,RU,1722788921
558,altay,47.8667,88.1167,20.33,29,8,3.21,CN,1722788922
559,calabugao,8.4564,125.1589,19.3,98,100,0.79,PH,1722788923
560,luwuk,-0.9516,122.7875,22.16,87,44,2.34,ID,1722788925
561,orcopampa,-15.2661,-72.3417,11.85,21,0,2.19,PE,1722788926
562,arawa,-6.2132,155.5367,24.23,89,100,1.28,PG,1722788927
563,xiaoshi,41.2971,124.1209,24.35,98,100,2.47,CN,1722788928
564,londrina,-23.3103,-51.1628,29.81,35,0,4.63,BR,1722788929
565,alvand,36.3187,49.1678,18.33,65,1,3.49,IR,1722788931
